start_date,end_date,national_total,districts
2016-10-08,2016-10-14,492,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 89}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 31}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 26}, {'district': <District.Kandy: 'Kandy'>, 'cases': 27}, {'district': <District.Matale: 'Matale'>, 'cases': 17}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 5}, {'district': <District.Galle: 'Galle'>, 'cases': 87}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 7}, {'district': <District.Matara: 'Matara'>, 'cases': 25}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 31}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 4}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 2}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 23}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 3}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 2}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 45}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 2}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 24}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 23}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 13}]"
2023-04-22,2023-04-28,26060,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 271}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 123}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 90}, {'district': <District.Kandy: 'Kandy'>, 'cases': 126}, {'district': <District.Matale: 'Matale'>, 'cases': 30}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 49}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 44}, {'district': <District.Matara: 'Matara'>, 'cases': 43}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 74}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 4}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 7}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 6}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 114}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 122}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 54}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 0}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 0}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 0}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 0}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 0}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 36}]"
2010-07-10,2010-07-16,930,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 334}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 100}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 58}, {'district': <District.Kandy: 'Kandy'>, 'cases': 46}, {'district': <District.Matale: 'Matale'>, 'cases': 13}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 11}, {'district': <District.Galle: 'Galle'>, 'cases': 30}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 15}, {'district': <District.Matara: 'Matara'>, 'cases': 17}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 29}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 19}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 7}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 8}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 11}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 43}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 7}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 11}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 37}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 53}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 64}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 12}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2015-02-21,2015-02-27,603,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 192}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 24}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 41}, {'district': <District.Kandy: 'Kandy'>, 'cases': 5}, {'district': <District.Matale: 'Matale'>, 'cases': 21}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 7}, {'district': <District.Galle: 'Galle'>, 'cases': 18}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 14}, {'district': <District.Matara: 'Matara'>, 'cases': 16}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 41}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 5}, {'district': <District.Mannar: 'Mannar'>, 'cases': 4}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 3}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 58}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 35}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 46}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 8}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 12}, {'district': <District.Badulla: 'Badulla'>, 'cases': 17}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 4}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 8}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 6}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 11}]"
2014-02-01,2014-02-07,395,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 142}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 66}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 16}, {'district': <District.Kandy: 'Kandy'>, 'cases': 11}, {'district': <District.Matale: 'Matale'>, 'cases': 3}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 18}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 9}, {'district': <District.Matara: 'Matara'>, 'cases': 7}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 24}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 12}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 7}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 28}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 14}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 7}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 2}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 15}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 6}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2020-08-01,2020-08-07,419,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 72}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 23}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 28}, {'district': <District.Kandy: 'Kandy'>, 'cases': 97}, {'district': <District.Matale: 'Matale'>, 'cases': 5}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 4}, {'district': <District.Galle: 'Galle'>, 'cases': 19}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 2}, {'district': <District.Matara: 'Matara'>, 'cases': 6}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 4}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 16}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 12}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 5}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 5}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 75}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 26}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 7}]"
2016-07-30,2016-08-05,1266,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 332}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 52}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 57}, {'district': <District.Kandy: 'Kandy'>, 'cases': 204}, {'district': <District.Matale: 'Matale'>, 'cases': 27}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 20}, {'district': <District.Galle: 'Galle'>, 'cases': 77}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 20}, {'district': <District.Matara: 'Matara'>, 'cases': 49}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 61}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 7}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 12}, {'district': <District.Ampara: 'Ampara'>, 'cases': 4}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 8}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 99}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 35}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 11}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 14}, {'district': <District.Badulla: 'Badulla'>, 'cases': 27}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 16}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 108}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 21}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
2025-02-22,2025-02-28,936,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 217}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 132}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 44}, {'district': <District.Kandy: 'Kandy'>, 'cases': 63}, {'district': <District.Matale: 'Matale'>, 'cases': 40}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 6}, {'district': <District.Galle: 'Galle'>, 'cases': 43}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 10}, {'district': <District.Matara: 'Matara'>, 'cases': 35}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 30}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 4}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 81}, {'district': <District.Ampara: 'Ampara'>, 'cases': 5}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 29}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 20}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 24}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 24}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 9}, {'district': <District.Badulla: 'Badulla'>, 'cases': 8}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 15}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 50}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 35}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 10}]"
2017-12-09,2017-12-15,2270,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 346}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 247}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 125}, {'district': <District.Kandy: 'Kandy'>, 'cases': 224}, {'district': <District.Matale: 'Matale'>, 'cases': 41}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 6}, {'district': <District.Galle: 'Galle'>, 'cases': 49}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 36}, {'district': <District.Matara: 'Matara'>, 'cases': 38}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 191}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 7}, {'district': <District.Mannar: 'Mannar'>, 'cases': 7}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 34}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 11}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 117}, {'district': <District.Ampara: 'Ampara'>, 'cases': 24}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 32}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 88}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 212}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 36}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 16}, {'district': <District.Badulla: 'Badulla'>, 'cases': 40}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 54}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 89}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 74}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 126}]"
2011-08-13,2011-08-19,395,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 149}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 100}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 19}, {'district': <District.Kandy: 'Kandy'>, 'cases': 18}, {'district': <District.Matale: 'Matale'>, 'cases': 2}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 6}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 7}, {'district': <District.Matara: 'Matara'>, 'cases': 2}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 9}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 2}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 17}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 4}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 2}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 3}, {'district': <District.Badulla: 'Badulla'>, 'cases': 13}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 3}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 12}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 17}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2013-08-31,2013-09-06,441,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 132}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 85}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 37}, {'district': <District.Kandy: 'Kandy'>, 'cases': 24}, {'district': <District.Matale: 'Matale'>, 'cases': 5}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 8}, {'district': <District.Galle: 'Galle'>, 'cases': 21}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 7}, {'district': <District.Matara: 'Matara'>, 'cases': 5}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 4}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 6}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 26}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 11}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 4}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 15}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 2}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 23}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 12}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
2008-10-11,2008-10-17,72,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 23}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 11}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 4}, {'district': <District.Kandy: 'Kandy'>, 'cases': 6}, {'district': <District.Matale: 'Matale'>, 'cases': 7}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 1}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 0}, {'district': <District.Matara: 'Matara'>, 'cases': 5}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 0}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 0}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 5}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 0}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 0}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 0}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 1}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 3}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 0}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2012-03-10,2012-03-16,373,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 75}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 46}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 30}, {'district': <District.Kandy: 'Kandy'>, 'cases': 21}, {'district': <District.Matale: 'Matale'>, 'cases': 10}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 10}, {'district': <District.Galle: 'Galle'>, 'cases': 22}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 7}, {'district': <District.Matara: 'Matara'>, 'cases': 30}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 16}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 14}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 3}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 13}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 12}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 7}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 1}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 5}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 28}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 16}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 2}]"
